epochs,embed_dim,model,test_word,similar_word,similarity_score
1,300,CBOW,man,person,0.5844
1,300,CBOW,woman,man,0.7368
1,300,CBOW,woman,teenager,0.732
1,300,CBOW,woman,girl,0.7183
1,300,CBOW,woman,prostitute,0.6464
1,300,CBOW,woman,schoolgirl,0.6266
1,300,CBOW,computer,computers,0.7436
1,300,CBOW,computer,laptop,0.6696
1,300,CBOW,computer,software,0.6504
1,300,CBOW,computer,malware,0.6499
1,300,CBOW,computer,desktop,0.6492
1,300,CBOW,science,physics,0.6923
1,300,CBOW,science,neuroscience,0.6747
1,300,CBOW,science,mathematics,0.6594
1,300,CBOW,science,astronomy,0.6434
1,300,CBOW,science,sciences,0.6275
1,300,CBOW,university,universitys,0.7402
1,300,CBOW,university,sociology,0.6193
1,300,CBOW,university,mit,0.6104
1,300,CBOW,university,college,0.5923
1,300,CBOW,university,institute,0.5895
1,300,CBOW,student,graduate,0.6229
1,300,CBOW,student,teacher,0.6109
1,300,CBOW,student,students,0.6067
1,300,CBOW,student,undergraduate,0.5823
1,300,CBOW,student,classmate,0.5782
1,600,Skip-gram,king,queen,0.5372
1,600,Skip-gram,king,canute,0.5156
1,600,Skip-gram,king,luther,0.5055
1,600,Skip-gram,king,adulyadej,0.5036
1,600,Skip-gram,king,mswati,0.4963
1,600,Skip-gram,queen,princess,0.6213
1,600,Skip-gram,queen,majesty,0.6158
1,600,Skip-gram,queen,hrh,0.583
1,600,Skip-gram,queen,prince,0.579
1,600,Skip-gram,queen,monarch,0.5762
1,600,Skip-gram,man,woman,0.7301
1,600,Skip-gram,man,boy,0.6447
1,600,Skip-gram,man,person,0.6379
1,600,Skip-gram,man,teenager,0.6164
1,600,Skip-gram,man,girl,0.6017
1,600,Skip-gram,woman,man,0.7301
1,600,Skip-gram,woman,girl,0.6773
1,600,Skip-gram,woman,person,0.6529
1,600,Skip-gram,woman,teenager,0.645
1,600,Skip-gram,woman,boy,0.618
1,600,Skip-gram,computer,computers,0.6694
1,600,Skip-gram,computer,laptop,0.6267
1,600,Skip-gram,computer,software,0.6164
1,600,Skip-gram,computer,mainframe,0.6034
1,600,Skip-gram,computer,spyware,0.5772
1,600,Skip-gram,science,mathematics,0.6232
1,600,Skip-gram,science,sciences,0.6089
1,600,Skip-gram,science,humanities,0.5791
1,600,Skip-gram,science,translational,0.5724
1,600,Skip-gram,science,biology,0.5712
1,600,Skip-gram,university,universitys,0.73
1,600,Skip-gram,university,wisconsinmadison,0.6515
1,600,Skip-gram,university,faculty,0.6195
1,600,Skip-gram,university,polytechnic,0.6172
1,600,Skip-gram,university,suny,0.6153
1,600,Skip-gram,student,students,0.6366
1,600,Skip-gram,student,graduate,0.596
1,600,Skip-gram,student,teacher,0.5872
1,600,Skip-gram,student,undergraduate,0.5651
1,600,Skip-gram,student,pupil,0.5369
1,600,CBOW,king,queen,0.4922
1,600,CBOW,king,prince,0.4852
1,600,CBOW,king,monarch,0.4573
1,600,CBOW,king,vi,0.4434
1,600,CBOW,king,kings,0.4377
1,600,CBOW,queen,princess,0.6612
1,600,CBOW,queen,monarch,0.5752
1,600,CBOW,queen,throne,0.5428
1,600,CBOW,queen,duchess,0.5329
1,600,CBOW,queen,empress,0.495
1,600,CBOW,man,woman,0.7245
1,600,CBOW,man,teenager,0.6698
1,600,CBOW,man,boy,0.6214
1,600,CBOW,man,guy,0.5944
1,600,CBOW,man,person,0.5928
1,600,CBOW,woman,man,0.7245
1,600,CBOW,woman,girl,0.7194
1,600,CBOW,woman,teenager,0.7092
1,600,CBOW,woman,prostitute,0.6284
1,600,CBOW,woman,person,0.6187
1,600,CBOW,computer,computers,0.7315
1,600,CBOW,computer,laptop,0.6649
1,600,CBOW,computer,software,0.6086
1,600,CBOW,computer,malware,0.6037
1,600,CBOW,computer,desktop,0.5971
1,600,CBOW,science,physics,0.6346
1,600,CBOW,science,sciences,0.6252
1,600,CBOW,science,neuroscience,0.6171
1,600,CBOW,science,psychology,0.6161
1,600,CBOW,science,mathematics,0.6056
1,600,CBOW,university,universitys,0.7485
1,600,CBOW,university,sociology,0.6002
1,600,CBOW,university,luniversit,0.5966
1,600,CBOW,university,mit,0.5819
1,600,CBOW,university,graduate,0.5564
1,600,CBOW,student,students,0.608
1,600,CBOW,student,graduate,0.5906
1,600,CBOW,student,teacher,0.5806
1,600,CBOW,student,undergraduate,0.5551
1,600,CBOW,student,classmate,0.5524
10,300,Skip-gram,king,queen,0.639
10,300,Skip-gram,king,prince,0.6044
10,300,Skip-gram,king,yorkist,0.5906
10,300,Skip-gram,king,monarch,0.5786
10,300,Skip-gram,king,kings,0.5702
10,300,Skip-gram,queen,princess,0.7233
10,300,Skip-gram,queen,monarch,0.6927
10,300,Skip-gram,queen,majesty,0.6892
10,300,Skip-gram,queen,duchess,0.6766
10,300,Skip-gram,queen,queens,0.6625
10,300,Skip-gram,man,woman,0.839
10,300,Skip-gram,man,boy,0.7938
10,300,Skip-gram,man,teenager,0.7685
10,300,Skip-gram,man,person,0.7481
10,300,Skip-gram,man,girl,0.7339
10,300,Skip-gram,woman,man,0.839
10,300,Skip-gram,woman,girl,0.8091
10,300,Skip-gram,woman,teenager,0.7678
10,300,Skip-gram,woman,person,0.751
10,300,Skip-gram,woman,boy,0.7492
10,300,Skip-gram,computer,computers,0.7709
10,300,Skip-gram,computer,laptop,0.7195
10,300,Skip-gram,computer,software,0.7023
10,300,Skip-gram,computer,desktop,0.632
10,300,Skip-gram,computer,smartphone,0.6238
10,300,Skip-gram,science,mathematics,0.7066
10,300,Skip-gram,science,sciences,0.6938
10,300,Skip-gram,science,physics,0.6868
10,300,Skip-gram,science,scientific,0.6799
10,300,Skip-gram,science,biology,0.672
10,300,Skip-gram,university,universitys,0.8074
10,300,Skip-gram,university,institute,0.7318
10,300,Skip-gram,university,college,0.7172
10,300,Skip-gram,university,faculty,0.7033
10,300,Skip-gram,university,graduate,0.6963
10,300,Skip-gram,student,teacher,0.7115
10,300,Skip-gram,student,students,0.7032
10,300,Skip-gram,student,graduate,0.691
10,300,Skip-gram,student,undergraduate,0.6397
10,300,Skip-gram,student,school,0.6208
10,300,CBOW,king,queen,0.5836
10,300,CBOW,king,prince,0.5591
10,300,CBOW,king,throne,0.4821
10,300,CBOW,king,vi,0.4813
10,300,CBOW,king,kings,0.4719
10,300,CBOW,queen,princess,0.7262
10,300,CBOW,queen,king,0.5836
10,300,CBOW,queen,prince,0.5802
10,300,CBOW,queen,duchess,0.5644
10,300,CBOW,queen,monarch,0.5627
10,300,CBOW,man,woman,0.8098
10,300,CBOW,man,teenager,0.75
10,300,CBOW,man,boy,0.7196
10,300,CBOW,man,girl,0.6664
10,300,CBOW,man,person,0.6578
10,300,CBOW,woman,man,0.8098
10,300,CBOW,woman,girl,0.7882
10,300,CBOW,woman,teenager,0.7749
10,300,CBOW,woman,person,0.6894
10,300,CBOW,woman,boy,0.6819
10,300,CBOW,computer,computers,0.7796
10,300,CBOW,computer,laptop,0.7019
10,300,CBOW,computer,server,0.6362
10,300,CBOW,computer,software,0.6308
10,300,CBOW,computer,desktop,0.6292
10,300,CBOW,science,neuroscience,0.6811
10,300,CBOW,science,sciences,0.6765
10,300,CBOW,science,physics,0.6662
10,300,CBOW,science,mathematics,0.6576
10,300,CBOW,science,astronomy,0.6375
10,300,CBOW,university,universitys,0.7641
10,300,CBOW,university,institute,0.6343
10,300,CBOW,university,college,0.6243
10,300,CBOW,university,polytechnic,0.6171
10,300,CBOW,university,sociology,0.6097
10,300,CBOW,student,graduate,0.6485
10,300,CBOW,student,teacher,0.6399
10,300,CBOW,student,students,0.6249
10,300,CBOW,student,undergraduate,0.6165
10,300,CBOW,student,classmate,0.6105
10,600,Skip-gram,king,queen,0.5211
10,600,Skip-gram,king,revmartin,0.5018
10,600,Skip-gram,king,taufaahau,0.491
10,600,Skip-gram,king,kings,0.4727
10,600,Skip-gram,king,naresuan,0.467
10,600,Skip-gram,queen,monarch,0.6332
10,600,Skip-gram,queen,jubilee,0.5929
10,600,Skip-gram,queen,princess,0.575
10,600,Skip-gram,queen,duchess,0.5683
10,600,Skip-gram,queen,throne,0.5521
10,600,Skip-gram,man,woman,0.7473
10,600,Skip-gram,man,boy,0.6627
10,600,Skip-gram,man,person,0.649
10,600,Skip-gram,man,guy,0.6312
10,600,Skip-gram,man,teenager,0.6149
10,600,Skip-gram,woman,man,0.7473
10,600,Skip-gram,woman,girl,0.708
10,600,Skip-gram,woman,person,0.6548
10,600,Skip-gram,woman,womans,0.621
10,600,Skip-gram,woman,boy,0.6153
10,600,Skip-gram,computer,computers,0.6913
10,600,Skip-gram,computer,software,0.5951
10,600,Skip-gram,computer,laptop,0.5676
10,600,Skip-gram,computer,smartphone,0.5266
10,600,Skip-gram,computer,desktop,0.5216
10,600,Skip-gram,science,sciences,0.5723
10,600,Skip-gram,science,meteoritics,0.565
10,600,Skip-gram,science,biology,0.5481
10,600,Skip-gram,science,mathematics,0.5457
10,600,Skip-gram,science,scientific,0.5444
10,600,Skip-gram,university,universitys,0.7132
10,600,Skip-gram,university,professor,0.6028
10,600,Skip-gram,university,college,0.593
10,600,Skip-gram,university,school,0.5888
10,600,Skip-gram,university,yale,0.5687
10,600,Skip-gram,student,students,0.6142
10,600,Skip-gram,student,graduate,0.5577
10,600,Skip-gram,student,teacher,0.5338
10,600,Skip-gram,student,school,0.527
10,600,Skip-gram,student,undergraduate,0.5131
10,600,CBOW,king,kings,0.4565
10,600,CBOW,king,dymally,0.4481
10,600,CBOW,king,ensour,0.4405
10,600,CBOW,king,dangerfield,0.4308
10,600,CBOW,king,queen,0.4217
10,600,CBOW,queen,princess,0.6213
10,600,CBOW,queen,monarch,0.5671
10,600,CBOW,queen,empress,0.505
10,600,CBOW,queen,duchess,0.484
10,600,CBOW,queen,throne,0.4736
10,600,CBOW,man,woman,0.7166
10,600,CBOW,man,teenager,0.6154
10,600,CBOW,man,boy,0.5909
10,600,CBOW,man,guy,0.5844
10,600,CBOW,man,person,0.5731
10,600,CBOW,woman,man,0.7166
10,600,CBOW,woman,girl,0.7034
10,600,CBOW,woman,teenager,0.6366
10,600,CBOW,woman,person,0.6123
10,600,CBOW,woman,prostitute,0.6069
10,600,CBOW,computer,computers,0.7192
10,600,CBOW,computer,laptop,0.5756
10,600,CBOW,computer,software,0.5364
10,600,CBOW,computer,malware,0.5325
10,600,CBOW,computer,encryption,0.5155
10,600,CBOW,science,neuroscience,0.5824
10,600,CBOW,science,mathematics,0.5599
10,600,CBOW,science,sciences,0.5534
10,600,CBOW,science,astrophysics,0.5529
10,600,CBOW,science,astronomy,0.5464
10,600,CBOW,university,universitys,0.7054
10,600,CBOW,university,sociology,0.5348
10,600,CBOW,university,undergraduate,0.5186
10,600,CBOW,university,college,0.5173
10,600,CBOW,university,institute,0.5147
10,600,CBOW,student,students,0.5737
10,600,CBOW,student,classmate,0.5386
10,600,CBOW,student,undergraduate,0.5161
10,600,CBOW,student,undergraduates,0.5126
10,600,CBOW,student,graduate,0.5115
3,300,Skip-gram,king,queen,0.5959
3,300,Skip-gram,king,uncrowned,0.5695
3,300,Skip-gram,king,mswati,0.5674
3,300,Skip-gram,king,yorkist,0.565
3,300,Skip-gram,king,kamehameha,0.5533
3,300,Skip-gram,queen,princess,0.6769
3,300,Skip-gram,queen,majesty,0.6753
3,300,Skip-gram,queen,monarch,0.6649
3,300,Skip-gram,queen,duchess,0.6495
3,300,Skip-gram,queen,jubilee,0.6319
3,300,Skip-gram,man,woman,0.7641
3,300,Skip-gram,man,boy,0.7068
3,300,Skip-gram,man,person,0.6788
3,300,Skip-gram,man,teenager,0.6695
3,300,Skip-gram,man,bloke,0.6519
3,300,Skip-gram,woman,man,0.7641
3,300,Skip-gram,woman,girl,0.7245
3,300,Skip-gram,woman,person,0.6941
3,300,Skip-gram,woman,teenager,0.6858
3,300,Skip-gram,woman,boy,0.6817
3,300,Skip-gram,computer,computers,0.7369
3,300,Skip-gram,computer,laptop,0.6828
3,300,Skip-gram,computer,software,0.6579
3,300,Skip-gram,computer,desktop,0.6404
3,300,Skip-gram,computer,mainframe,0.6281
3,300,Skip-gram,science,mathematics,0.707
3,300,Skip-gram,science,physics,0.6665
3,300,Skip-gram,science,biology,0.6609
3,300,Skip-gram,science,astrophysics,0.6602
3,300,Skip-gram,science,astronomy,0.6596
3,300,Skip-gram,university,universitys,0.7634
3,300,Skip-gram,university,univeristy,0.6993
3,300,Skip-gram,university,professor,0.6822
3,300,Skip-gram,university,institute,0.6759
3,300,Skip-gram,university,yale,0.672
3,300,Skip-gram,student,teacher,0.6678
3,300,Skip-gram,student,graduate,0.6428
3,300,Skip-gram,student,students,0.6389
3,300,Skip-gram,student,undergraduate,0.6296
3,300,Skip-gram,student,pupil,0.6146
3,300,CBOW,king,prince,0.5464
3,300,CBOW,king,queen,0.533
3,300,CBOW,king,vi,0.5032
3,300,CBOW,king,kings,0.5031
3,300,CBOW,king,adulyadej,0.503
3,300,CBOW,queen,princess,0.7112
3,300,CBOW,queen,monarch,0.5965
3,300,CBOW,queen,duchess,0.5734
3,300,CBOW,queen,empress,0.5728
3,300,CBOW,queen,queens,0.5421
3,300,CBOW,man,woman,0.7916
3,300,CBOW,man,teenager,0.7334
3,300,CBOW,man,boy,0.7043
3,300,CBOW,man,guy,0.6699
3,300,CBOW,man,bloke,0.6521
3,300,CBOW,woman,man,0.7916
3,300,CBOW,woman,girl,0.7692
3,300,CBOW,woman,teenager,0.7658
3,300,CBOW,woman,prostitute,0.6957
3,300,CBOW,woman,schoolgirl,0.6852
3,300,CBOW,computer,computers,0.7824
3,300,CBOW,computer,laptop,0.675
3,300,CBOW,computer,software,0.6613
3,300,CBOW,computer,malware,0.6521
3,300,CBOW,computer,desktop,0.6503
3,300,CBOW,science,neuroscience,0.6907
3,300,CBOW,science,mathematics,0.6819
3,300,CBOW,science,sciences,0.6718
3,300,CBOW,science,physics,0.6676
3,300,CBOW,science,astrophysics,0.6491
3,300,CBOW,university,universitys,0.7602
3,300,CBOW,university,luniversit,0.6655
3,300,CBOW,university,sociology,0.6286
3,300,CBOW,university,college,0.6177
3,300,CBOW,university,institute,0.616
3,300,CBOW,student,teacher,0.6556
3,300,CBOW,student,graduate,0.6512
3,300,CBOW,student,students,0.6336
3,300,CBOW,student,classmate,0.6317
3,300,CBOW,student,undergraduate,0.6211
3,600,Skip-gram,king,queen,0.5412
3,600,Skip-gram,king,kings,0.5161
3,600,Skip-gram,king,prince,0.5142
3,600,Skip-gram,king,uncrowned,0.5006
3,600,Skip-gram,king,monarch,0.5002
3,600,Skip-gram,queen,princess,0.6323
3,600,Skip-gram,queen,monarch,0.6146
3,600,Skip-gram,queen,majesty,0.6076
3,600,Skip-gram,queen,queens,0.5871
3,600,Skip-gram,queen,duchess,0.5798
3,600,Skip-gram,man,woman,0.7472
3,600,Skip-gram,man,boy,0.6867
3,600,Skip-gram,man,teenager,0.6559
3,600,Skip-gram,man,person,0.6495
3,600,Skip-gram,man,girl,0.637
3,600,Skip-gram,woman,man,0.7472
3,600,Skip-gram,woman,girl,0.7307
3,600,Skip-gram,woman,womans,0.6657
3,600,Skip-gram,woman,person,0.6651
3,600,Skip-gram,woman,teenager,0.6435
3,600,Skip-gram,computer,computers,0.7117
3,600,Skip-gram,computer,laptop,0.6325
3,600,Skip-gram,computer,software,0.6164
3,600,Skip-gram,computer,desktop,0.5706
3,600,Skip-gram,computer,firmware,0.5536
3,600,Skip-gram,science,mathematics,0.6214
3,600,Skip-gram,science,sciences,0.6095
3,600,Skip-gram,science,physics,0.6014
3,600,Skip-gram,science,biology,0.5981
3,600,Skip-gram,science,scientific,0.5889
3,600,Skip-gram,university,universitys,0.7454
3,600,Skip-gram,university,college,0.649
3,600,Skip-gram,university,univeristy,0.6333
3,600,Skip-gram,university,yale,0.6331
3,600,Skip-gram,university,professor,0.6301
3,600,Skip-gram,student,students,0.6506
3,600,Skip-gram,student,graduate,0.6028
3,600,Skip-gram,student,teacher,0.5996
3,600,Skip-gram,student,undergraduate,0.5882
3,600,Skip-gram,student,school,0.5548
3,600,CBOW,king,prince,0.4913
3,600,CBOW,king,queen,0.4891
3,600,CBOW,king,kings,0.4702
3,600,CBOW,king,monarch,0.4698
3,600,CBOW,king,vi,0.4408
3,600,CBOW,queen,princess,0.6282
3,600,CBOW,queen,monarch,0.558
3,600,CBOW,queen,empress,0.5153
3,600,CBOW,queen,duchess,0.5028
3,600,CBOW,queen,throne,0.4966
3,600,CBOW,man,woman,0.7458
3,600,CBOW,man,teenager,0.6808
3,600,CBOW,man,boy,0.644
3,600,CBOW,man,bloke,0.6092
3,600,CBOW,man,person,0.5993
3,600,CBOW,woman,man,0.7458
3,600,CBOW,woman,girl,0.7396
3,600,CBOW,woman,teenager,0.7031
3,600,CBOW,woman,person,0.6327
3,600,CBOW,woman,schoolgirl,0.6162
3,600,CBOW,computer,computers,0.7535
3,600,CBOW,computer,laptop,0.6278
3,600,CBOW,computer,software,0.5806
3,600,CBOW,computer,malware,0.576
3,600,CBOW,computer,server,0.5492
3,600,CBOW,science,sciences,0.628
3,600,CBOW,science,neuroscience,0.6223
3,600,CBOW,science,mathematics,0.6053
3,600,CBOW,science,physics,0.6006
3,600,CBOW,science,psychology,0.5826
3,600,CBOW,university,universitys,0.7433
3,600,CBOW,university,luniversit,0.6504
3,600,CBOW,university,sociology,0.5986
3,600,CBOW,university,institute,0.572
3,600,CBOW,university,mit,0.5518
3,600,CBOW,student,students,0.6146
3,600,CBOW,student,undergraduate,0.5797
3,600,CBOW,student,graduate,0.5783
3,600,CBOW,student,classmate,0.5736
3,600,CBOW,student,pupil,0.567
